,ELCC,latitude,longitude
0,5 ,37.5,-106.875
1,8 ,40.0,-110.625
2,7 ,32.5,-106.25
3,11 ,46.5,-116.875
4,5 ,47.0,-105.625
5,5 ,40.5,-106.25
6,5 ,43.5,-106.875
7,8 ,38.0,-108.125
8,8 ,37.5,-111.25
9,17 ,42.0,-121.25
10,16 ,47.0,-121.875
11,7 ,47.0,-110.625
12,8 ,43.0,-110.625
13,3 ,33.5,-103.125
14,8 ,46.5,-111.875
15,7 ,49.0,-110.0
16,5 ,47.0,-112.5
17,14 ,40.5,-118.125
18,7 ,33.0,-108.125
19,11 ,47.5,-120.625
20,10 ,40.5,-113.125
21,13 ,43.0,-121.875
22,11 ,49.0,-118.125
23,8 ,44.5,-111.25
24,10 ,41.0,-112.5
25,11 ,45.0,-116.875
26,10 ,40.5,-113.75
27,8 ,32.0,-110.0
28,10 ,44.0,-115.625
29,3 ,39.5,-101.875
30,13 ,34.0,-118.125
31,17 ,34.0,-121.25
32,17 ,49.5,-122.5
33,7 ,35.5,-108.75
34,3 ,43.5,-102.5
35,14 ,44.0,-123.125
36,10 ,36.5,-111.25
37,14 ,44.0,-119.375
38,14 ,32.0,-117.5
39,21 ,48.5,-124.375
40,5 ,40.5,-105.0
41,5 ,41.5,-104.375
42,16 ,32.5,-118.125
43,8 ,37.5,-109.375
44,16 ,43.0,-120.0
45,13 ,38.0,-116.875
46,16 ,39.0,-122.5
47,3 ,42.5,-103.125
48,7 ,49.5,-110.0
49,13 ,31.5,-115.625
50,22 ,33.0,-125.0
51,21 ,34.0,-123.75
52,11 ,48.0,-117.5
53,5 ,44.5,-106.25
54,10 ,44.5,-113.75
55,3 ,46.5,-101.875
56,14 ,43.0,-123.75
57,10 ,40.0,-112.5
58,3 ,44.5,-104.375
59,19 ,39.5,-123.75
60,5 ,44.5,-108.125
61,5 ,47.5,-107.5
62,11 ,48.5,-116.25
63,10 ,33.5,-112.5
64,22 ,34.5,-124.375
65,22 ,32.0,-125.0
66,10 ,35.5,-111.25
67,5 ,34.0,-105.625
68,8 ,45.5,-114.375
69,7 ,34.0,-106.875
70,7 ,32.5,-108.125
71,19 ,32.0,-121.875
72,21 ,32.0,-123.75
73,21 ,35.5,-123.75
74,13 ,39.0,-116.875
75,14 ,40.5,-118.75
76,21 ,34.5,-123.125
77,10 ,37.0,-113.75
78,19 ,36.0,-122.5
79,11 ,44.0,-113.75
80,10 ,33.0,-111.875
81,13 ,47.0,-118.75
82,7 ,40.0,-106.875
83,21 ,38.5,-124.375
84,11 ,44.5,-116.25
85,7 ,46.5,-110.0
86,13 ,35.5,-115.625
87,10 ,35.0,-111.875
88,13 ,41.5,-123.75
89,10 ,44.0,-111.875
90,11 ,49.5,-116.875
91,3 ,36.0,-105.0
92,5 ,49.5,-106.875
